transaction_id,order_date,ship_date,customer_id,product_sku,store_id,quantity,unit_price,gross_sales,discount_rate,discount_amount,net_sales,total_cost,shipping_cost,profit,profit_margin_pct,order_status_raw,order_status_clean_reference,payment_method_raw,payment_method_clean_reference,shipping_mode_raw,shipping_mode_clean_reference,promo_name_raw,sales_rep_raw,customer_rating,data_quality_note
TRX-009801,2025-06-25,2025-06-30,CUST-01374,SKU-0187,STR-070,1,559.13,559.13,0.0,0.0,559.13,368.24,20.68,170.21,30.44,COMPLETED,Completed, Debit Card ,Debit Card,Standard,Standard,No Promo,Taylor Brooks,5,
TRX-003421,2024-12-08,2024-12-09,CUST-00342,SKU-0159,STR-055,2,279.68,559.35,0.25,139.84,419.51,376.43,18.31,24.77,5.9,Completed,Completed,Credit Card,Credit Card, Standard ,Standard,Cyber Week,Riley Adams,2,
TRX-008664,2024-12-27,2024-12-29,CUST-02495,SKU-0172,STR-005,1,1091.05,1091.05,0.1,109.11,981.94,703.95,30.01,247.98,25.25,Completed,Completed,paylater,Buy Now Pay Later,2nd Class,Second Class,Cyber Week,Casey Hill,4,
TRX-004477,2024-08-29,2024-08-30,CUST-01918,SKU-0136,STR-060,1,1569.26,1569.26,0.03,47.08,1522.18,1008.83,28.71,484.64,31.84,Completed,Completed,Debit Card,Debit Card,First Class,First Class,Weekend Deal,Taylor Brooks,4,trim_spaces
TRX-011186,2024-05-15,2024-05-20,CUST-00759,SKU-0190,STR-021,2,417.69,835.39,0.08,66.83,768.56,572.69,24.1,171.77,22.35,Completed,Completed,CASH,Cash,Standard,Standard,Flash Sale,Alex Reed,4,trim_spaces
TRX-012437,2025-11-12,2025-11-17,CUST-02434,SKU-0009,STR-088,1,966.48,966.48,0.2,193.3,773.18,555.9,49.41,167.87,21.71,Complete,Completed,Credit Card,Credit Card,Same Day,Same Day,Black Friday,Casey Hill,4,trim_spaces
TRX-008324,2025-08-11,2025-08-13,CUST-01590,SKU-0093,STR-018,3,68.01,204.04,0.0,0.0,204.04,130.46,35.07,38.51,18.87,completed,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Jamie Wilson,4,
TRX-002907,2024-10-09,2024-10-13,CUST-01969,SKU-0080,STR-024,2,148.57,297.15,0.0,0.0,297.15,198.71,25.5,72.94,24.55, Completed ,Completed, Debit Card ,Debit Card,Standard,Standard,No Promo,Morgan Clark,4,
TRX-010723,2024-04-02,2024-04-09,CUST-00240,SKU-0157,STR-088,2,248.97,497.94,0.0,0.0,497.94,333.4,33.12,131.42,26.39,Completed,Completed,Cash,Cash,Second Class,Second Class,No Promo,Taylor Brooks,4,possible_duplicate
TRX-000068,2025-04-15,2025-04-19,CUST-00454,SKU-0080,STR-039,2,145.84,291.69,0.0,0.0,291.69,191.56,26.41,73.72,25.27,COMPLETED,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Morgan Clark,3,
TRX-011761,2024-04-05,2024-04-10,CUST-00855,SKU-0065,STR-062,1,294.73,294.73,0.0,0.0,294.73,198.49,23.83,72.41,24.57,Completed,Completed,Cash,Cash,Second Class,Second Class,No Promo,Morgan Clark,5,
TRX-005742,2024-12-01,2024-12-02,CUST-00099,SKU-0042,STR-081,3,749.9,2249.71,0.15,337.46,0.0,0.0,0.0,0.0,0.0,Cancelled,Cancelled,Credit Card,Credit Card,Standard,Standard,Cyber Week,Jamie Wilson,4,
TRX-011131,2025-11-16,2025-11-18,CUST-01058,SKU-0132,STR-049,1,852.53,852.53,0.25,213.13,639.4,701.12,23.72,-85.44,-13.36,Done,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Black Friday,Morgan Clark,4,
TRX-011895,2024-11-12,2024-11-16,CUST-00327,SKU-0042,STR-089,1,757.27,757.27,0.15,113.59,643.68,473.95,33.39,136.34,21.18,Complete,Completed,Cash,Cash,First Class,First Class,Cyber Week,,4,
TRX-006349,2025-09-30,2025-10-05,CUST-01917,SKU-0035,STR-001,1,77.08,77.08,0.0,0.0,77.08,57.18,19.53,0.37,0.48,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Riley Adams,3,
TRX-009825,2025-12-04,2025-12-06,CUST-02429,SKU-0197,STR-055,3,245.46,736.37,0.1,73.64,662.73,582.65,30.76,49.32,7.44, Completed ,Completed,Cash,Cash,Standard,Standard,Holiday Deals,Casey Hill,5,
TRX-010015,2024-06-25,2024-06-30,CUST-00043,SKU-0126,STR-071,1,502.71,502.71,0.0,0.0,502.71,409.03,35.83,57.85,11.51, Completed ,Completed,paypal,PayPal,First Class,First Class,No Promo,Jordan Lewis,4,
TRX-003042,2024-03-19,2024-03-22,CUST-01971,SKU-0118,STR-044,1,234.76,234.76,0.0,0.0,-234.76,-143.2,19.56,-129.9,0.0,Returned,Returned,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Casey Hill,4,
TRX-007479,2025-12-18,2025-12-21,CUST-01086,SKU-0165,STR-060,1,1563.26,1563.26,0.2,312.65,1250.61,1193.59,24.21,32.81,2.62,completed,Completed,Cash,Cash,Second Class,Second Class,Black Friday,Casey Hill,5,
TRX-000163,2025-12-07,2025-12-11,CUST-02230,SKU-0155,STR-018,1,167.82,167.82,0.05,8.39,159.43,115.08,23.26,21.09,13.23,Completed,Completed,Debit Card,Debit Card, Standard ,Standard, Black Friday ,Casey Hill,4,
TRX-000937,2024-12-06,2024-12-11,CUST-00412,SKU-0027,STR-072,4,561.72,2246.88,0.25,561.72,1685.16,1658.78,49.8,-23.42,-1.39,Completed,Completed,Debit Card,Debit Card,First Class,First Class,Holiday Deals,Casey Hill,3,
TRX-002563,2025-07-16,2025-07-20,CUST-00852,SKU-0102,STR-063,2,609.46,1218.93,0.1,121.89,1097.04,756.02,34.79,306.23,27.91,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,Clearance Sale,Jamie Wilson,1,
TRX-007010,2025-11-18,2025-11-23,CUST-00322,SKU-0101,STR-069,1,290.89,290.89,0.15,43.63,247.26,170.89,28.28,48.09,19.45,completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Cyber Week,Jordan Lewis,2,possible_duplicate
TRX-006309,2024-03-19,2024-03-22,CUST-01965,SKU-0172,STR-030,6,1234.22,7405.33,0.0,0.0,7405.33,4301.44,38.79,3065.1,41.39,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,Jamie Wilson,4,check_status
TRX-009581,2024-11-05,2024-11-06,CUST-02353,SKU-0183,STR-018,1,276.97,276.97,0.15,41.55,235.42,173.45,34.21,27.76,11.79,completed,Completed,Credit Card,Credit Card,First Class,First Class,Cyber Week,Morgan Clark,4,
TRX-007455,2024-11-05,2024-11-12,CUST-02327,SKU-0164,STR-089,1,1926.25,1926.25,0.25,481.56,-1444.69,-969.34,28.92,-619.85,0.0,Returned,Returned,Debit Card,Debit Card,Second Class,Second Class,Cyber Week,Alex Reed,5,
TRX-003600,2024-09-12,2024-09-15,CUST-00739,SKU-0189,STR-054,1,381.69,381.69,0.0,0.0,381.69,238.83,30.85,112.01,29.35,Completed,Completed,Cash,Cash,First Class,First Class,No Promo,Casey Hill,4,
TRX-009296,2024-11-16,2024-11-20,CUST-00407,SKU-0141,STR-015,1,467.25,467.25,0.2,93.45,373.8,278.41,30.03,65.36,17.49,Completed,Completed,Cash,Cash,Second Class,Second Class,Cyber Week,Morgan Clark,4,trim_spaces
TRX-005677,2025-09-25,2025-09-29,CUST-01271,SKU-0088,STR-044,1,1298.36,1298.36,0.1,129.84,0.0,0.0,0.0,0.0,0.0,Cancelled,Cancelled,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Flash Sale,Taylor Brooks,5,
TRX-010275,2025-12-10,2025-12-14,CUST-01847,SKU-0133,STR-089,1,867.77,867.77,0.05,43.39,824.38,723.5,20.66,80.22,9.73,Completed,Completed, Debit Card ,Debit Card,Standard,Standard, Cyber Week ,Alex Reed,5,possible_duplicate
TRX-004156,2025-09-30,2025-10-01,CUST-02501,SKU-0064,STR-050,2,284.77,569.53,0.0,0.0,569.53,357.45,47.65,164.43,28.87,Completed,Completed,Wire Transfer,Bank Transfer,Same Day,Same Day,No Promo,Alex Reed,5,
TRX-012166,2024-04-13,2024-04-14,CUST-00709,SKU-0102,STR-042,1,642.4,642.4,0.08,51.39,591.01,372.0,24.26,194.75,32.95,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Member Discount,,5,check_status
TRX-004631,2025-10-08,2025-10-15,CUST-00898,SKU-0184,STR-075,2,263.15,526.3,0.08,42.1,484.2,348.4,35.54,100.26,20.71,Completed,Completed,paypal,PayPal,First Class,First Class,flash sale,Jordan Lewis,4,
TRX-010595,2025-12-25,2026-01-01,CUST-00367,SKU-0145,STR-089,1,321.83,321.83,0.05,16.09,305.74,235.15,20.73,49.86,16.31,Completed,Completed,PayPal,PayPal,Standard,Standard,Black Friday,Alex Reed,5,standardize_text
TRX-007009,2024-12-31,2025-01-02,CUST-00967,SKU-0110,STR-014,1,468.78,468.78,0.05,23.44,445.34,323.81,50.61,70.92,15.92,Completed,Completed,PayPal,PayPal,Same Day,Same Day,Cyber Week,Jordan Lewis,3,
TRX-006422,2024-08-20,2024-08-22,CUST-01175,SKU-0182,STR-038,2,549.8,1099.6,0.0,0.0,1099.6,676.01,49.86,373.73,33.99,Completed,Completed,Cash,Cash,Same Day,Same Day,No Promo,,4,
TRX-006018,2024-03-09,2024-03-16,CUST-00600,SKU-0075,STR-042,2,128.48,256.96,0.0,0.0,256.96,145.76,26.84,84.36,32.83,done,Completed,Buy Now Pay Later,Buy Now Pay Later, Second Class ,Second Class,No Promo,Casey Hill,4,
TRX-001906,2024-12-10,2024-12-14,CUST-02125,SKU-0085,STR-072,1,1441.43,1441.43,0.1,144.14,1297.29,1064.77,29.27,203.25,15.67,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,Black Friday,Morgan Clark,3,
TRX-006936,2024-11-24,2024-11-26,CUST-01607,SKU-0162,STR-057,1,2326.34,2326.34,0.15,348.95,1977.39,1313.62,18.94,644.83,32.61,Completed,Completed,bank transfer,Bank Transfer,Standard,Standard,Cyber Week,Alex Reed,5,
TRX-000869,2024-09-02,2024-09-05,CUST-00808,SKU-0127,STR-021,1,2007.83,2007.83,0.0,0.0,2007.83,1207.8,22.4,777.63,38.73,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Casey Hill,4,
TRX-003346,2024-06-30,2024-07-03,CUST-01034,SKU-0099,STR-058,1,827.05,827.05,0.0,0.0,827.05,596.74,32.36,197.95,23.93,Complete,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,,3,
TRX-005382,2024-01-20,2024-01-27,CUST-02034,SKU-0156,STR-029,1,490.05,490.05,0.0,0.0,490.05,292.04,18.63,179.38,36.6, Completed ,Completed,credit card,Credit Card,Standard,Standard,No Promo,Alex Reed,5,
TRX-006910,2025-05-14,2025-05-19,CUST-00787,SKU-0020,STR-040,1,1138.22,1138.22,0.0,0.0,1138.22,784.23,47.0,306.99,26.97,Done,Completed,Buy Now Pay Later,Buy Now Pay Later,Same Day,Same Day,No Promo,Casey Hill,1,
TRX-005303,2024-12-30,2025-01-04,CUST-02521,SKU-0147,STR-027,2,359.51,719.02,0.2,143.8,575.22,415.42,26.27,133.53,23.21,Completed,Completed,PayPal,PayPal,Standard,Standard,Black Friday,Taylor Brooks,4,
TRX-003809,2024-03-31,2024-04-05,CUST-00167,SKU-0138,STR-063,4,1396.26,5585.06,0.1,558.51,5026.55,4618.01,21.58,386.96,7.7,Completed,Completed,PAYPAL,PayPal,Standard,Standard,Flash Sale,Morgan Clark,3,
TRX-011154,2025-11-04,2025-11-07,CUST-00130,SKU-0047,STR-058,1,1033.09,1033.09,0.25,258.27,774.82,664.49,20.07,90.26,11.65,Done,Completed,BNPL,Buy Now Pay Later,Standard,Standard,Holiday Deals,Casey Hill,3,
TRX-007340,2025-07-26,2025-08-02,CUST-00115,SKU-0058,STR-068,1,483.84,483.84,0.15,72.58,411.26,301.48,49.43,60.35,14.67,Completed,Completed,PayPal,PayPal,Same Day,Same Day,Summer Sale,Riley Adams,1,
TRX-007529,2025-03-02,2025-03-09,CUST-00722,SKU-0128,STR-086,1,2851.88,2851.88,0.0,0.0,2851.88,1735.83,29.82,1086.23,38.09,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Alex Reed,3,
TRX-011156,2025-07-30,2025-08-04,CUST-00729,SKU-0042,STR-041,1,765.82,765.82,0.05,38.29,727.53,506.75,19.99,200.79,27.6,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Summer Sale,Jordan Lewis,4,
TRX-001914,2025-08-18,2025-08-21,CUST-02031,SKU-0112,STR-054,1,844.34,844.34,0.0,0.0,-844.34,-431.5,19.22,-499.61,0.0,Returned,Returned,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Casey Hill,5,
TRX-010530,2025-03-23,2025-03-24,CUST-02489,SKU-0059,STR-064,4,196.28,785.14,0.0,0.0,785.14,559.39,32.13,193.62,24.66,done,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jamie Wilson,5,
TRX-000881,2024-02-05,2024-02-08,CUST-01557,SKU-0019,STR-020,3,1030.28,3090.85,0.0,0.0,3090.85,2357.04,31.59,702.22,22.72,Completed,Completed,PAYPAL,PayPal,Standard,Standard,No Promo,,3,
TRX-003123,2025-10-25,2025-10-27,CUST-00132,SKU-0189,STR-004,3,355.89,1067.68,0.0,0.0,1067.68,701.19,35.74,330.75,30.98,Completed,Completed,Cash,Cash,Second Class,Second Class,no promo,Casey Hill,4,possible_duplicate
TRX-012108,2024-11-21,2024-11-24,CUST-00603,SKU-0048,STR-065,1,1301.06,1301.06,0.25,325.26,975.8,953.64,18.84,3.32,0.34,Completed,Completed,Wire Transfer,Bank Transfer,Standard,Standard,Cyber Week,Morgan Clark,5,
TRX-010688,2025-04-23,2025-04-24,CUST-01420,SKU-0175,STR-046,1,988.52,988.52,0.0,0.0,988.52,638.66,25.71,324.15,32.79,Complete,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,,4,possible_duplicate
TRX-011736,2025-05-08,2025-05-13,CUST-01258,SKU-0154,STR-006,1,643.05,643.05,0.0,0.0,643.05,387.33,22.62,233.1,36.25, Completed ,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jordan Lewis,5,
TRX-007283,2025-08-06,2025-08-08,CUST-00266,SKU-0030,STR-003,1,268.89,268.89,0.0,0.0,268.89,164.62,21.49,82.78,30.79,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Taylor Brooks,3,
TRX-002732,2024-05-15,2024-05-17,CUST-00812,SKU-0158,STR-044,1,134.76,134.76,0.03,4.04,130.72,113.99,33.39,-16.66,-12.74,Completed,Completed,Credit Card,Credit Card,First Class,First Class,weekend deal,Morgan Clark,4,
TRX-011373,2024-01-18,2024-01-22,CUST-01855,SKU-0056,STR-016,1,729.08,729.08,0.0,0.0,729.08,568.41,21.01,139.66,19.16,Completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Morgan Clark,2,check_status
TRX-005504,2025-07-18,2025-07-21,CUST-00818,SKU-0181,STR-035,1,551.7,551.7,0.15,82.76,468.94,361.69,20.29,86.96,18.54,Complete,Completed,Cash,Cash,Standard,Standard,Summer Sale,Taylor Brooks,5,
TRX-010479,2025-06-25,2025-06-28,CUST-01794,SKU-0059,STR-076,2,195.57,391.13,0.0,0.0,391.13,274.62,51.33,65.18,16.66,Completed,Completed,Cash,Cash,Same Day,Same Day,No Promo,Jordan Lewis,5,
TRX-004432,2024-05-03,2024-05-06,CUST-01349,SKU-0178,STR-055,1,1396.02,1396.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancelled,Cancelled,PayPal,PayPal,First Class,First Class,No Promo,Jordan Lewis,5,
TRX-003351,2024-10-10,2024-10-15,CUST-00614,SKU-0146,STR-007,2,287.68,575.37,0.03,17.26,558.11,426.72,41.96,89.43,16.02,Completed,Completed,Wire Transfer,Bank Transfer,First Class,First Class,Flash Sale,Alex Reed,3,
TRX-003793,2025-08-15,2025-08-18,CUST-01785,SKU-0005,STR-063,1,1804.47,1804.47,0.0,0.0,1804.47,1458.0,29.04,317.43,17.59,Completed,Completed,Wire Transfer,Bank Transfer,First Class,First Class,No Promo,Taylor Brooks,4,
TRX-009421,2024-12-19,2024-12-26,CUST-01259,SKU-0164,STR-078,3,1986.32,5958.97,0.15,893.85,5065.12,4059.22,24.78,981.12,19.37,Done,Completed, Debit Card ,Debit Card,standard,Standard,Holiday Deals,Jordan Lewis,3,
TRX-010464,2024-09-25,2024-09-28,CUST-01334,SKU-0129,STR-082,1,1908.28,1908.28,0.0,0.0,1908.28,1208.96,37.34,661.98,34.69,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Jordan Lewis,4,
TRX-005344,2025-04-09,2025-04-11,CUST-00564,SKU-0136,STR-020,1,1560.51,1560.51,0.0,0.0,1560.51,1072.16,37.54,450.81,28.89, Completed ,Completed,PayPal,PayPal,First Class,First Class,No Promo,Taylor Brooks,3,trim_spaces
TRX-010569,2024-10-18,2024-10-22,CUST-00691,SKU-0179,STR-020,3,2551.24,7653.72,0.0,0.0,7653.72,5498.88,29.71,2125.13,27.77,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Casey Hill,4,
TRX-000531,2024-11-19,2024-11-26,CUST-02418,SKU-0142,STR-026,6,385.77,2314.59,0.05,115.73,2198.86,1690.03,50.75,458.08,20.83,Completed,Completed,PayPal,PayPal,2nd Class,Second Class,Cyber Week,Jordan Lewis,4,
TRX-005625,2024-12-17,2024-12-18,CUST-02156,SKU-0017,STR-040,2,556.75,1113.51,0.1,111.35,1002.16,707.77,19.54,274.85,27.43,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Holiday Deals,Riley Adams,5,
TRX-012275,2025-04-24,2025-04-27,CUST-01305,SKU-0081,STR-018,1,2134.52,2134.52,0.0,0.0,2134.52,1287.97,26.72,819.83,38.41,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,No Promo,Riley Adams,4,
TRX-008133,2025-11-17,2025-11-20,CUST-01299,SKU-0029,STR-068,4,543.58,2174.33,0.15,326.15,1848.18,1535.88,31.1,281.2,15.21,COMPLETED,Completed, Transfer ,Bank Transfer,Second Class,Second Class,Cyber Week,Alex Reed,5,
TRX-002484,2024-12-24,2024-12-28,CUST-02202,SKU-0101,STR-060,1,285.0,285.0,0.1,28.5,256.5,165.02,19.66,71.82,28.0,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Cyber Week,Casey Hill,5,
TRX-003521,2024-11-27,2024-11-28,CUST-01635,SKU-0009,STR-035,1,961.48,961.48,0.1,96.15,865.33,554.64,32.53,278.16,32.14,completed,Completed,PayPal,PayPal,First Class,First Class,Holiday Deals,Taylor Brooks,4,
TRX-011149,2025-02-14,2025-02-18,CUST-02552,SKU-0086,STR-003,2,978.01,1956.02,0.0,0.0,1956.02,1354.45,32.64,568.93,29.09,Completed,Completed,Cash,Cash, Second Class ,Second Class,No Promo,Morgan Clark,5,
TRX-012464,2024-10-16,2024-10-17,CUST-02417,SKU-0085,STR-067,2,1496.68,2993.36,0.0,0.0,2993.36,2048.41,27.63,917.32,30.65,completed,Completed,Buy Now Pay Later,Buy Now Pay Later,2nd Class,Second Class, No Promo ,Alex Reed,5,
TRX-001934,2025-04-18,2025-04-19,CUST-02316,SKU-0096,STR-015,5,823.31,4116.55,0.03,123.5,3993.05,3081.27,65.9,845.88,21.18,Completed,Completed,Bank Transfer,Bank Transfer,Same Day,Same Day,Weekend Deal,Morgan Clark,5,
TRX-009037,2024-11-08,2024-11-11,CUST-00076,SKU-0177,STR-071,2,1891.67,3783.35,0.15,567.5,3215.85,3236.89,23.61,-44.65,-1.39,Completed,Completed,Wire Transfer,Bank Transfer,Standard,Standard,Cyber Week,Casey Hill,2,
TRX-003266,2025-11-09,2025-11-12,CUST-02503,SKU-0108,STR-047,4,595.85,2383.38,0.05,119.17,2264.21,1518.28,43.1,702.83,31.04,Complete,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,Black Friday,Jamie Wilson,4,
TRX-001999,2024-03-27,2024-04-03,CUST-01954,SKU-0199,STR-073,2,211.45,422.9,0.0,0.0,422.9,253.27,33.42,136.21,32.21,Completed,Completed,BNPL,Buy Now Pay Later,Second Class,Second Class,No Promo,Jamie Wilson,5,
TRX-009085,2025-11-01,2025-11-06,CUST-00901,SKU-0177,STR-054,2,1906.89,3813.77,0.2,762.75,3051.02,3019.87,37.16,-6.01,-0.2,Completed,Completed,PayPal,PayPal,First Class,First Class,Cyber Week,Riley Adams,4,
TRX-000436,2025-09-10,2025-09-11,CUST-01457,SKU-0041,STR-087,5,1009.67,5048.34,0.0,0.0,5048.34,4046.75,34.24,967.35,19.16,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Jordan Lewis,4,
TRX-002154,2025-12-21,2025-12-23,CUST-00034,SKU-0169,STR-055,1,1605.69,1605.69,0.05,80.28,1525.41,1058.81,16.53,450.07,29.5,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Black Friday,Riley Adams,4,
TRX-012062,2024-09-24,2024-09-27,CUST-01247,SKU-0171,STR-018,2,2765.58,5531.15,0.0,0.0,5531.15,4079.08,41.82,1410.25,25.5,Completed,Completed,Bank Transfer,Bank Transfer,First Class,First Class,No Promo,Alex Reed,5,
TRX-003751,2024-03-27,2024-03-29,CUST-00385,SKU-0097,STR-002,1,702.76,702.76,0.0,0.0,702.76,581.22,22.86,98.68,14.04,Completed,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,,4,
TRX-006359,2025-07-18,2025-07-25,CUST-01434,SKU-0026,STR-047,1,580.62,580.62,0.15,87.09,493.53,373.42,16.84,103.27,20.92,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Clearance Sale,Alex Reed,5,
TRX-007890,2024-03-18,2024-03-25,CUST-01231,SKU-0008,STR-049,1,1825.84,1825.84,0.0,0.0,1825.84,1185.85,20.23,619.76,33.94,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Casey Hill,4,
TRX-004131,2025-02-04,2025-02-05,CUST-00623,SKU-0134,STR-067,1,434.96,434.96,0.0,0.0,434.96,252.86,33.48,148.62,34.17,done,Completed,paylater,Buy Now Pay Later,First Class,First Class,No Promo,Taylor Brooks,3,
TRX-011974,2024-05-11,2024-05-15,CUST-01271,SKU-0062,STR-062,4,358.86,1435.43,0.0,0.0,1435.43,863.78,34.65,537.0,37.41,Complete,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,,4,
TRX-005548,2025-06-24,2025-07-01,CUST-01218,SKU-0135,STR-007,1,759.43,759.43,0.0,0.0,759.43,578.35,19.94,161.14,21.22, Completed ,Completed,Credit Card,Credit Card,Standard,Standard, No Promo ,Alex Reed,5,trim_spaces
TRX-003647,2025-11-19,2025-11-21,CUST-02082,SKU-0058,STR-025,4,471.89,1887.56,0.1,188.76,1698.8,1198.25,29.38,471.17,27.74,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Black Friday,Morgan Clark,5,
TRX-008052,2024-04-02,2024-04-03,CUST-02218,SKU-0033,STR-030,2,81.83,163.65,0.0,0.0,163.65,135.73,19.07,8.85,5.41,Completed,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jordan Lewis,3,
TRX-009588,2025-03-31,2025-04-05,CUST-01205,SKU-0057,STR-006,1,220.28,220.28,0.0,0.0,220.28,141.62,29.41,49.25,22.36,Complete,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Jordan Lewis,5,
TRX-006537,2025-03-30,2025-04-02,CUST-01851,SKU-0179,STR-078,1,2633.88,2633.88,0.05,131.69,2502.19,1736.03,18.53,747.63,29.88,Completed,Completed, Credit Card ,Credit Card,Standard,Standard,Weekend Deal,Casey Hill,4,
TRX-000691,2024-02-06,2024-02-13,CUST-02361,SKU-0070,STR-028,1,523.18,523.18,0.0,0.0,523.18,340.62,18.0,164.56,31.45, Completed ,Completed,PayPal,PayPal,Standard,Standard,No Promo,,4,
TRX-009481,2025-06-26,2025-07-01,CUST-01715,SKU-0151,STR-003,1,530.79,530.79,0.0,0.0,530.79,384.42,20.68,125.69,23.68,Completed,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Taylor Brooks,4,
TRX-010794,2025-09-29,2025-10-03,CUST-01906,SKU-0027,STR-026,1,604.05,604.05,0.0,0.0,604.05,442.59,19.78,141.68,23.46,Completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Taylor Brooks,3,
TRX-004561,2025-09-05,2025-09-12,CUST-02275,SKU-0034,STR-025,1,220.2,220.2,0.0,0.0,220.2,146.87,20.44,52.89,24.02,Completed,Completed, Debit Card ,Debit Card,Standard,Standard,No Promo,Morgan Clark,5,
TRX-002190,2024-08-29,2024-09-02,CUST-01774,SKU-0048,STR-049,4,1187.28,4749.11,0.0,0.0,4749.11,4067.54,21.86,659.71,13.89,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,,3,
TRX-011096,2025-11-13,2025-11-14,CUST-00825,SKU-0189,STR-039,1,346.34,346.34,0.1,34.63,311.71,239.24,32.71,39.76,12.76,done,Completed,Cash,Cash,First Class,First Class,Holiday Deals,,4,
TRX-003816,2024-01-03,2024-01-07,CUST-01132,SKU-0159,STR-067,2,235.78,471.56,0.0,0.0,471.56,380.31,22.69,68.56,14.54,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Riley Adams,4,
TRX-005649,2024-12-17,2024-12-22,CUST-02515,SKU-0155,STR-017,1,174.68,174.68,0.15,26.2,148.48,113.38,29.08,6.02,4.05,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,Black Friday,,3,
TRX-000919,2024-12-21,2024-12-24,CUST-02551,SKU-0095,STR-045,1,783.7,783.7,0.25,195.93,587.77,520.72,19.77,47.28,8.04,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Black Friday,Morgan Clark,5,
TRX-011441,2024-09-03,2024-09-05,CUST-01473,SKU-0189,STR-054,3,361.62,1084.87,0.0,0.0,1084.87,711.0,23.52,350.35,32.29,done,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jamie Wilson,5,
TRX-005689,2025-06-17,2025-06-18,CUST-01347,SKU-0075,STR-020,1,120.24,120.24,0.0,0.0,120.24,76.53,21.32,22.39,18.62, Completed ,Completed,paylater,Buy Now Pay Later,Standard,Standard,No Promo,Riley Adams,5,check_status
TRX-009575,2025-04-22,2025-04-23,CUST-02461,SKU-0186,STR-017,2,486.49,972.98,0.0,0.0,972.98,639.16,38.87,294.95,30.31, Completed ,Completed,Bank Transfer,Bank Transfer,First Class,First Class,No Promo,Taylor Brooks,5,
